"","BlobID","Compound.Name","Library.Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Formula_Underivitized_forMod","Cstar_Cat","Library.Molecular.Weight_NISTmain","Model_Quant","Model_Properties","Notes","under_1500","slope.i.q.p","Quant_Factor_RFpred","Quant_Factor_final","slope.avg"
"196",1319,"20200803_0949_blob_1319_","caice_ssa_final_0805_0949","C10 diacid (sebacic acid)",396,410,1923.943662,1923,"7-Methyl-Z-tetradecen-1-ol acetate",656,671,NA,"C17H32O2",NA,NA,268,TRUE,TRUE,NA,FALSE,2.9711761322629,0.000150211375399536,0.000150211375399536,NA
"197",646,"20200803_1535_blob_646_","caice_ssa_final_0803_1535","C10 diacid (sebacic acid)",331,428,1918.055556,1923,"1-[3-Amino-4-(pyridin-4-yl)-5H,6H,7H,8H-thieno[2,3-b]quinolin-2-yl]ethanone",631,633,NA,"C18H17N3OS",NA,NA,323,TRUE,TRUE,NA,FALSE,0.992768945463489,0.000445680870785086,0.000445680870785086,NA
"198",925,"20200803_1535_blob_925_","caice_ssa_final_0803_1535","C12 diacid",363,383,2119.083969,2120,"{4-Methoxy-2-[(trimethylsilyl)oxy]phenyl}(phenyl)methanone",801,823,NA,"C17H20O3Si",NA,NA,300,TRUE,TRUE,"RI cant be confirmed",FALSE,1.05841394025409,0.000561766395172802,0.000561766395172802,NA
"199",1105,"20200803_1535_blob_1105_","caice_ssa_final_0803_1535","C12 diacid",169,479,2131.29771,2120,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",751,763,NA,"C30H48",NA,NA,408,TRUE,TRUE,NA,FALSE,1.94659972731909,0.000310979713349481,0.000310979713349481,NA
"200",1173,"20200803_0949_blob_1173_","caice_ssa_final_0805_0949","C12 diacid",322,466,2112.307692,2120,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",703,704,NA,"C23H32O",NA,NA,324,TRUE,TRUE,NA,FALSE,1.45288266847377,0.000405186252467457,0.000405186252467457,NA
"201",976,"20200803_1535_blob_976_","caice_ssa_final_0803_1535","C12 diacid",448,512,2116.030534,2120,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",691,698,NA,"C25H34O5",NA,NA,414,TRUE,TRUE,NA,FALSE,1.037857724771,0.000570327263875487,0.000570327263875487,NA
"202",1078,"20200803_1535_blob_1078_","caice_ssa_final_0803_1535","C12 diacid",40,481,2135.877863,2120,"Pseduosarsasapogenin-5,20-dien",682,740,NA,"C27H42O3",NA,NA,414,TRUE,TRUE,NA,FALSE,2.10357724481383,0.000289717201538837,0.000289717201538837,NA
"203",888,"20200803_1535_blob_888_","caice_ssa_final_0803_1535","C12 diacid",424,508,2122.137405,2120,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",680,718,NA,"C14H16O6",NA,NA,280,TRUE,TRUE,NA,FALSE,1.1447220226664,0.000521747794942389,0.000521747794942389,NA
"204",1162,"20200803_1535_blob_1162_","caice_ssa_final_0803_1535","C13 acid",591,776,1775.949367,1776,"Tridecanoic acid, TMS derivative",603,777,1750,"C16H34O2Si",NA,NA,286,TRUE,TRUE,NA,FALSE,1.35076573525834,0.000797435632074366,0.000797435632074366,NA
"205",681,"20200803_1535_blob_681_","caice_ssa_final_0803_1535","C14 Diacid",345,345,2318.333333,2318,"11H-Benzo[b]fluorene",830,880,NA,"C17H12",NA,NA,216,TRUE,TRUE,"def an alkane but RI not right",FALSE,1.07715272170607,0.000739839281463804,0.000739839281463804,NA
"206",732,"20200803_1535_blob_732_","caice_ssa_final_0803_1535","C14 Diacid",13,419,2303.333333,2318,"9-Phenyl-5H-benzocycloheptene",746,836,NA,"C17H14",NA,NA,218,TRUE,TRUE,NA,FALSE,1.70693317107175,0.000456690479317978,0.000456690479317978,NA
"207",834,"20200803_1535_blob_834_","caice_ssa_final_0803_1535","C14 Diacid",415,457,2323.333333,2318,"3ﬂ-Myristoylolean-12-en-16ﬂ-ol",668,704,NA,"C44H76O3",NA,NA,652,TRUE,TRUE,NA,FALSE,1.53352064398872,0.000523500507587923,0.000523500507587923,NA
"208",829,"20200803_1535_blob_829_","caice_ssa_final_0803_1535","C14 Diacid",417,440,2313.333333,2318,"1,3-Dimethyl 5-(methoxyimino)-4,6-dimethyl-2-oxocyclohexa-1(6),3-diene-1,3-dicarboxylate",657,725,NA,"C13H15NO6",NA,NA,281,TRUE,TRUE,NA,FALSE,1.85436654169939,0.000426606061850562,0.000426606061850562,NA
"209",821,"20200803_1535_blob_821_","caice_ssa_final_0803_1535","C14 Diacid",446,476,2320,2318,"Androstane-3,16-diol, (3ﬂ,5a,16a)-",644,708,NA,"C19H32O2",NA,NA,292,TRUE,TRUE,NA,FALSE,1.43067673640887,0.000558389413324179,0.000558389413324179,NA
"210",767,"20200803_1535_blob_767_","caice_ssa_final_0803_1535","C14 Diacid",295,439,2310,2318,"Acetamide, N-[3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)propyl]-2,2,2-trifluoro-N-methyl-",641,712,NA,"C21H20F3NO",NA,NA,359,TRUE,TRUE,NA,FALSE,1.50324004628123,0.000523680286291361,0.000523680286291361,NA
"211",759,"20200803_1535_blob_759_","caice_ssa_final_0803_1535","C16",0,596,2412.612613,1627,"Pyrene, 1,3-dimethyl-",707,873,NA,"C18H14",NA,NA,230,TRUE,TRUE,NA,FALSE,1.51968556640157,0.000602351558306494,0.000602351558306494,NA
"212",861,"20200803_1535_blob_861_","caice_ssa_final_0803_1535","C16",0,639,2363.333333,1627,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",689,708,NA,"C30H48",NA,NA,408,TRUE,TRUE,NA,FALSE,2.13526549540142,0.000398741434757537,0.000398741434757537,NA
"213",1073,"20200803_1535_blob_1073_","caice_ssa_final_0803_1535","C16",0,605,2135.877863,1627,"Dasycarpidan-1-methanol, acetate (ester)",685,705,NA,"C20H26N2O2",NA,NA,326,TRUE,TRUE,NA,FALSE,1.02170150872915,0.000596497614402365,0.000596497614402365,NA
"214",778,"20200803_1535_blob_778_","caice_ssa_final_0803_1535","C16",0,676,2376.666667,1627,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",668,687,NA,"C17H22N2O3",NA,NA,302,TRUE,TRUE,NA,FALSE,1.68152658846296,0.000516358918910693,0.000516358918910693,NA
"215",31,"20200803_1535_blob_31_","caice_ssa_final_0803_1535","C16",0,579,1806.944444,1627,"1,3,3,5,5-Pentamethylcyclohexanol",658,710,NA,"C11H22O",NA,NA,170,TRUE,TRUE,NA,FALSE,2.15997811718419,0.000360152071470464,0.000360152071470464,NA
"216",816,"20200803_1535_blob_816_","caice_ssa_final_0803_1535","C16",0,629,2448.648649,1627,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",655,657,NA,"C27H36O10",NA,NA,520,TRUE,TRUE,NA,FALSE,1.31256286818083,0.000735342272008169,0.000735342272008169,NA
"217",656,"20200803_1535_blob_656_","caice_ssa_final_0803_1535","C16",0,634,1854.166667,1627,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",654,660,NA,"C18H30O3",NA,NA,294,TRUE,TRUE,NA,FALSE,1.80185167697686,0.000262953251819763,0.000262953251819763,NA
"218",820,"20200803_1535_blob_820_","caice_ssa_final_0803_1535","C16",0,565,2466.666667,1627,"Pyrene, 1,3-dimethyl-",653,862,NA,"C18H14",NA,NA,230,TRUE,TRUE,NA,FALSE,1.38014749163776,0.000718103562367244,0.000718103562367244,NA
"219",840,"20200803_1535_blob_840_","caice_ssa_final_0803_1535","C16",0,654,2328.333333,1627,"Palmitic acid, 2-(tetradecyloxy)ethyl ester",653,656,NA,"C32H64O3",NA,NA,496,TRUE,TRUE,NA,FALSE,2.23918172171397,0.000361168161095835,0.000361168161095835,NA
"220",705,"20200803_1535_blob_705_","caice_ssa_final_0803_1535","C16",0,610,1888.888889,1627,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",650,672,NA,"C18H30O3",NA,NA,294,TRUE,TRUE,NA,FALSE,1.50327677769765,0.000281976459285232,0.000281976459285232,NA
"221",825,"20200803_1535_blob_825_","caice_ssa_final_0803_1535","C16",0,660,2278.333333,1627,"Anthiaergosta-5,7,9-trien-3-one",632,678,NA,"C28H42O",NA,NA,394,TRUE,TRUE,NA,FALSE,1.32057928896396,0.000569001841669482,0.000569001841669482,NA
"222",706,"20200803_1535_blob_706_","caice_ssa_final_0803_1535","C16",0,729,2443.243243,1627,"3,6-Dichloro-1,2,4,5-benzenetetramethanol",613,629,NA,"C10H12Cl2O4",NA,NA,266,TRUE,TRUE,NA,FALSE,0.882567921040356,0.00108495225770189,0.00108495225770189,NA
"223",872,"20200803_1535_blob_872_","caice_ssa_final_0803_1535","C16",0,593,2477.477477,1627,"Pyrene, 1,3-dimethyl-",610,841,NA,"C18H14",NA,NA,230,TRUE,TRUE,NA,FALSE,2.00289697258352,0.000502754228458811,0.000502754228458811,NA
"224",975,"20200803_1535_blob_975_","caice_ssa_final_0803_1535","C17",0,636,2260,1729,"Phorbol",753,759,NA,"C20H28O6",NA,NA,364,TRUE,TRUE,NA,FALSE,2.20049537858462,0.000332394215230547,0.000332394215230547,NA
"225",836,"20200803_1535_blob_836_","caice_ssa_final_0803_1535","C17",0,643,2330,1729,"3,12-Oleandione",679,680,NA,"C30H48O2",NA,NA,440,TRUE,TRUE,NA,FALSE,2.07352020056718,0.000390980006333582,0.000390980006333582,NA
"226",1024,"20200803_1535_blob_1024_","caice_ssa_final_0803_1535","C17",0,648,2308.333333,1729,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2a,5ﬂ,6a,18ﬂ)-",642,679,NA,"C21H24N2O2",NA,NA,336,TRUE,TRUE,NA,FALSE,2.09366543605108,0.00037507943844132,0.00037507943844132,NA
"227",828,"20200803_1535_blob_828_","caice_ssa_final_0803_1535","C17",0,629,2298.333333,1729,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3aa,6ﬂ,6aa,9ﬂ,9aﬂ,9ba)]-",639,659,NA,"C17H24O6",NA,NA,324,TRUE,TRUE,NA,FALSE,1.42705216503739,0.000542258742839205,0.000542258742839205,NA
"228",835,"20200803_0949_blob_835_","caice_ssa_final_0805_0949","C17 acid",313,430,2175.384615,2177,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",621,662,NA,"C16H50O7Si8",NA,NA,578,TRUE,TRUE,NA,FALSE,1.23443671492425,0.000523221444336924,0.000523221444336924,NA
"229",789,"20200803_1535_blob_789_oil","caice_ssa_final_0803_1535","C18",0,813,2164.885496,1831,"Ethanol, 2-(octadecyloxy)-",776,785,NA,"C20H42O2",NA,NA,314,TRUE,TRUE,"RI cant be confirmed",FALSE,1.34494972552528,0.00047287411548671,0.00047287411548671,NA
"230",1030,"20200803_1535_blob_1030_","caice_ssa_final_0803_1535","C18",0,716,2114.503817,1831,"2-Methyl-Z-4-tetradecene",741,790,NA,"C15H30",NA,NA,210,TRUE,TRUE,NA,FALSE,2.17440686055369,0.000271610446654334,0.000271610446654334,NA
"231",1178,"20200803_1535_blob_1178_","caice_ssa_final_0803_1535","C18",0,677,1781.012658,1831,"tert-Hexadecanethiol",714,727,NA,"C16H34S",NA,NA,258,TRUE,TRUE,NA,FALSE,1.44615271558643,0.000706272737137696,0.000706272737137696,NA
"232",1701,"20200803_0949_blob_1701_","caice_ssa_final_0805_0949","C18",174,380,1838.028169,1831,"Acetic acid, 6,6-dimethyl-2-methylene-7-(3-oxobutylidene)oxepan-3-ylmethyl ester",709,742,NA,"C16H24O4",NA,NA,280,TRUE,TRUE,NA,FALSE,4.00105547788311,0.000140286554057596,0.000140286554057596,NA
"233",811,"20200803_1535_blob_811_","caice_ssa_final_0803_1535","C18",0,559,2210,1831,"Benzene, 1,1'-tetradecylidenebis-",673,721,NA,"C26H38",NA,NA,350,TRUE,TRUE,NA,FALSE,0.955529928060858,0.000711228218558907,0.000711228218558907,NA
"234",785,"20200803_1535_blob_785_","caice_ssa_final_0803_1535","C18",0,654,1976.388889,1831,"E-8-Methyl-7-dodecen-1-ol acetate",653,670,NA,"C15H28O2",NA,NA,240,TRUE,TRUE,NA,FALSE,0.928416970537293,0.000519242053655376,0.000519242053655376,NA
"235",746,"20200803_0949_blob_746_","caice_ssa_final_0805_0949","C18",470,626,1830.985915,1831,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",642,776,NA,"C27H50O6",NA,NA,470,TRUE,TRUE,NA,FALSE,1.03286103219623,0.00058514305482421,0.00058514305482421,NA
"236",1088,"20200803_1535_blob_1088_","caice_ssa_final_0803_1535","C18",423,631,1829.166667,1831,"d-Allo-dec-2-enonic acid, 5,8-anhydro-2,3,4,9-tetradeoxy-8-C-(hydroxymethyl)-3-methyl-7,8-O-(1-methylethylidene)-, methyl ester, 10-acetate, (E)-",638,640,NA,"C18H28O8",NA,NA,372,TRUE,TRUE,NA,FALSE,2.58176781134966,0.000238606738174568,0.000238606738174568,NA
"237",1098,"20200803_0949_blob_1098_","caice_ssa_final_0805_0949","C18",0,636,2496.363636,1831,"Octadecanal, 2-bromo-",609,610,NA,"C18H35BrO",NA,NA,346,TRUE,TRUE,NA,FALSE,1.88584719885268,0.000548990726376393,0.000548990726376393,NA
"238",19,"20200803_1535_blob_19_","caice_ssa_final_0803_1535","C18 Acid",0,510,1311.499384,2280,"Cyclohexasiloxane, dodecamethyl-",868,871,1335,"C12H36O6Si6",NA,NA,444,TRUE,TRUE,"RI does not match nist database- probably a siloxane but not it",TRUE,1.19139261330907,0.118619325308162,0.118619325308162,NA
"239",1059,"20200803_1535_blob_1059_","caice_ssa_final_0803_1535","C19",107,388,1944.444444,1934,"4a-Methyl-1-methylene-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",746,822,NA,"C16H20",NA,NA,212,TRUE,TRUE,NA,FALSE,1.32835456999055,0.000346262268263449,0.000346262268263449,NA
"240",1011,"20200803_1535_blob_1011_","caice_ssa_final_0803_1535","C19",13,590,1918.055556,1934,"2-Methyl-cis-7,8-epoxynonadecane",684,695,NA,"C20H40O",NA,NA,296,TRUE,TRUE,NA,FALSE,0.986557769376655,0.000448486790978415,0.000448486790978415,NA
"241",733,"20200803_1535_blob_733_","caice_ssa_final_0803_1535","C19",478,619,1933.333333,1934,"Epistephamiersine",679,845,NA,"C21H27NO6",NA,NA,389,TRUE,TRUE,NA,FALSE,2.14542946198909,0.000210916942530565,0.000210916942530565,NA
"242",910,"20200803_1535_blob_910_","caice_ssa_final_0803_1535","C19",393,565,1929.166667,1934,"Tertbutyloxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",674,690,NA,"C14H24N2O2",NA,NA,252,TRUE,TRUE,NA,FALSE,1.64033475453037,0.000274178355679799,0.000274178355679799,NA
"243",986,"20200803_1535_blob_986_","caice_ssa_final_0803_1535","C19",407,576,1938.888889,1934,"a-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",615,670,NA,"C14H29BO5Si",NA,NA,316,TRUE,TRUE,NA,FALSE,1.87773383989101,0.000242962032986466,0.000242962032986466,NA
"244",887,"20200803_1535_blob_887_","caice_ssa_final_0803_1535","C20",486,607,2039.694656,2035,"2-Methyl-cis-7,8-epoxynonadecane",705,728,NA,"C20H40O",NA,NA,296,TRUE,TRUE,NA,FALSE,2.85241401596641,0.0001854879002781,0.0001854879002781,NA
"245",598,"20200803_1535_blob_598_oil","caice_ssa_final_0803_1535","C21",0,840,2313.333333,2136,"Heneicosane, 11-(1-ethylpropyl)-",837,843,NA,"C26H54",NA,NA,366,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.16196118834684,0.000365910365017576,0.000365910365017576,NA
"246",881,"20200803_1535_blob_881_","caice_ssa_final_0803_1535","C21",125,489,2145.038168,2136,"2-{5-Methyl-2-[(trimethylsilyl)oxy]phenyl}-2H-benzotriazole",797,840,NA,"C16H19N3OSi",NA,NA,297,TRUE,TRUE,"RI cant be confirmed",FALSE,1.19794360143719,0.000515637424363086,0.000515637424363086,NA
"247",964,"20200803_1535_blob_964_","caice_ssa_final_0803_1535","C21",603,781,2128.244275,2136,"Heptadecane, 9-octyl-",787,798,NA,"C25H52",NA,NA,352,TRUE,TRUE,"RI cant be confirmed",FALSE,2.16755385360877,0.000278028597143901,0.000278028597143901,NA
"248",943,"20200803_1535_blob_943_oil","caice_ssa_final_0803_1535","C21",543,782,2145.038168,2136,"Ethanol, 2-(octadecyloxy)-",778,787,NA,"C20H42O2",NA,NA,314,TRUE,TRUE,"RI cant be confirmed",FALSE,2.13953409151534,0.00028870984371173,0.00028870984371173,NA
"249",938,"20200803_1535_blob_938_oil","caice_ssa_final_0803_1535","C21",359,742,2149.618321,2136,"Ethanol, 2-(octadecyloxy)-",777,790,NA,"C20H42O2",NA,NA,314,TRUE,TRUE,"RI cant be confirmed",FALSE,2.16043480967844,0.000287848297495223,0.000287848297495223,NA
"250",931,"20200803_1535_blob_931_oil","caice_ssa_final_0803_1535","C21",191,735,2152.671756,2136,"2-Methyl-Z-4-tetradecene",753,808,NA,"C15H30",NA,NA,210,TRUE,TRUE,NA,FALSE,2.15636720159363,0.000289688640725263,0.000289688640725263,NA
"251",1041,"20200803_1535_blob_1041_","caice_ssa_final_0803_1535","C21",142,700,2120.610687,2136,"17-Pentatriacontene",750,751,NA,"C35H70",NA,NA,490,TRUE,TRUE,NA,FALSE,2.18867257585159,0.000272273383103152,0.000272273383103152,NA
"252",814,"20200803_1535_blob_814_","caice_ssa_final_0803_1535","C21",560,729,2135.877863,2136,"tert-Hexadecanethiol",748,787,NA,"C16H34S",NA,NA,258,TRUE,TRUE,NA,FALSE,2.21208115179008,0.000275506399073587,0.000275506399073587,NA
"253",1120,"20200803_1535_blob_1120_","caice_ssa_final_0803_1535","C21",465,606,2138.931298,2136,"Octadecanoic acid, 4-hydroxy-, methyl ester",730,743,NA,"C19H38O3",NA,NA,314,TRUE,TRUE,NA,FALSE,1.18615502823027,0.000516108062867973,0.000516108062867973,NA
"254",923,"20200803_1535_blob_923_","caice_ssa_final_0803_1535","C21",277,519,2143.51145,2136,"Benz[e]azulene-3,8-dione, 3a,4,6a 7,9,10,10a,10b-octahydro-3a,10a-dihydroxy-5-(hydroxymethyl)-7-(1-hydroxy-1-methylethyl)-2,10-dimethyl-, [3aR-(3aa,6aa,7a,10ﬂ,10aﬂ,10bﬂ)]-",701,724,NA,"C20H28O6",NA,NA,364,TRUE,TRUE,NA,FALSE,0.976991056902483,0.000630834646958405,0.000630834646958405,NA
"255",1139,"20200803_0949_blob_1139_","caice_ssa_final_0805_0949","C21",509,608,2140,2136,"2(3H)-Furanone, 5-dodecyldihydro-",699,830,2105,"C16H30O2",NA,NA,254,TRUE,TRUE,NA,FALSE,1.2257383280542,0.000500226395867994,0.000500226395867994,NA
"256",471,"20200803_1535_blob_471_","caice_ssa_final_0803_1535","C21",198,593,2149.618321,2136,"1,3,3,5,5-Pentamethylcyclohexanol",646,725,NA,"C11H22O",NA,NA,170,TRUE,TRUE,NA,FALSE,1.93712431600892,0.000321031271290124,0.000321031271290124,NA
"257",990,"20200803_0949_blob_990_","caice_ssa_final_0805_0949","C21",60,446,2147.692308,2136,"5-(7a-Isopropenyl-4,5-dimethyl-octahydroinden-4-yl)-3-methyl-pent-2-enal",642,732,NA,"C20H32O",NA,NA,288,TRUE,TRUE,NA,FALSE,1.64497976737548,0.000376976848210416,0.000376976848210416,NA
"258",713,"20200803_1535_blob_713_oil","caice_ssa_final_0803_1535","C22",184,752,2220,2238,"Cyclohexane, (1-hexyltetradecyl)-",824,834,NA,"C26H52",NA,NA,364,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.18110728755193,0.000316198913602066,0.000316198913602066,NA
"259",678,"20200803_1535_blob_678_oil","caice_ssa_final_0803_1535","C22",328,779,2253.333333,2238,"Pentyl dotriacontyl ether",815,844,NA,"C37H76O",NA,NA,536,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.18004645226411,0.000332240126958646,0.000332240126958646,NA
"260",680,"20200803_1535_blob_680_oil","caice_ssa_final_0803_1535","C22",671,827,2246.666667,2238,"1-Dodecanol, 2-octyl-",808,828,NA,"C20H42O",NA,NA,298,TRUE,TRUE,"Should be derivatized and RI cant be confirmed",FALSE,2.20056770747592,0.0003259320067806,0.0003259320067806,NA
"261",725,"20200803_1535_blob_725_oil","caice_ssa_final_0803_1535","C22",551,715,2231.666667,2238,"17-Pentatriacontene",799,799,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.18560603423324,0.00032100638570321,0.00032100638570321,NA
"262",941,"20200803_1535_blob_941_","caice_ssa_final_0803_1535","C22",511,735,2238.333333,2238,"17-Pentatriacontene",698,700,NA,"C35H70",NA,NA,490,TRUE,TRUE,NA,FALSE,2.13605404642754,0.000331687726344684,0.000331687726344684,NA
"263",568,"20200803_1535_blob_568_oil","caice_ssa_final_0803_1535","C23",20,724,2363.333333,2342,"17-Pentatriacontene",832,833,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.16030088856895,0.000394120481887424,0.000394120481887424,NA
"264",625,"20200803_1535_blob_625_oil","caice_ssa_final_0803_1535","C23",328,739,2328.333333,2342,"17-Pentatriacontene",831,831,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.1653717270748,0.000373479128169527,0.000373479128169527,NA
"265",516,"20200803_1535_blob_516_oil","caice_ssa_final_0803_1535","C23",281,766,2358.333333,2342,"17-Pentatriacontene",824,824,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.20000914654208,0.000384172875743865,0.000384172875743865,NA
"266",637,"20200803_1535_blob_637_oil","caice_ssa_final_0803_1535","C23",590,731,2335,2342,"17-Pentatriacontene",823,823,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.19627285032825,0.000371850689794307,0.000371850689794307,NA
"267",639,"20200803_1535_blob_639_oil","caice_ssa_final_0803_1535","C23",462,756,2331.666667,2342,"17-Pentatriacontene",821,822,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.18852793931306,0.000371342576520256,0.000371342576520256,NA
"268",482,"20200803_1535_blob_482_oil","caice_ssa_final_0803_1535","C23",610,813,2351.666667,2342,"Pentyl dotriacontyl ether",813,840,NA,"C37H76O",NA,NA,536,TRUE,TRUE,"RI significantly off",FALSE,2.18553595484651,0.000382945652890995,0.000382945652890995,NA
"269",619,"20200803_1535_blob_619_oil","caice_ssa_final_0803_1535","C23",22,781,2320,2342,"Ethanol, 2-(octadecyloxy)-",786,810,NA,"C20H42O2",NA,NA,314,TRUE,TRUE,"RI cant be confirmed",FALSE,2.16918148308306,0.000368283958594585,0.000368283958594585,NA
"270",699,"20200803_1535_blob_699_oil","caice_ssa_final_0803_1535","C23",391,691,2350,2342,"17-Pentatriacontene",782,783,NA,"C35H70",NA,NA,490,TRUE,TRUE,"RI cant be confirmed",FALSE,2.26403981179363,0.000368762727382107,0.000368762727382107,NA
"271",1005,"20200803_0949_blob_1005_","caice_ssa_final_0805_0949","C23",424,583,2336.134454,2342,"tert-Hexadecanethiol",689,709,NA,"C16H34S",NA,NA,258,TRUE,TRUE,NA,FALSE,2.14785101526543,0.000380868434713428,0.000380868434713428,NA
"272",514,"20200803_1535_blob_514_oil","caice_ssa_final_0803_1535","C24",14,690,2423.423423,2443,"17-Pentatriacontene",841,841,NA,"C35H70",NA,NA,490,TRUE,TRUE,"RI way off",FALSE,2.1113063944832,0.000440508481083413,0.000440508481083413,NA
"273",495,"20200803_1535_blob_495_oil","caice_ssa_final_0803_1535","C24",429,717,2432.432432,2443,"17-Pentatriacontene",829,829,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.07134612488488,0.000454992595018712,0.000454992595018712,NA
"274",551,"20200803_1535_blob_551_oil","caice_ssa_final_0803_1535","C24",529,696,2450.45045,2443,"17-Pentatriacontene",820,820,NA,"C35H70",NA,NA,490,TRUE,TRUE,"def an alkane but RI not right",FALSE,2.10732342982103,0.000459228405990074,0.000459228405990074,NA
"275",717,"20200803_1535_blob_717_","caice_ssa_final_0803_1535","C24",309,479,2439.63964,2443,"Triphenyl phosphate",740,841,2387,"C18H15O4P",NA,NA,326,TRUE,TRUE,NA,FALSE,0.920121715595409,0.00103517291132029,0.00103517291132029,NA
"276",853,"20200803_1535_blob_853_","caice_ssa_final_0803_1535","C25",0,852,2108.396947,2545,"Heneicosane, 11-(1-ethylpropyl)-",821,829,NA,"C26H54",NA,NA,366,TRUE,TRUE,"def an alkane but RI not right",FALSE,1.22889374547635,0.000476293046266838,0.000476293046266838,NA
"277",662,"20200803_1535_blob_662_oil","caice_ssa_final_0803_1535","C25",520,671,2544.144144,2545,"Octadecanal, 2-bromo-",761,772,NA,"C18H35BrO",NA,NA,346,TRUE,TRUE,NA,FALSE,1.71557112837846,0.000647390724403925,0.000647390724403925,NA
"278",595,"20200803_0949_blob_595_","caice_ssa_final_0805_0949","C25",583,641,2543.636364,2545,"Hexadecanoic acid, n.-octyl ester",748,753,NA,"C24H48O2",NA,NA,368,TRUE,TRUE,NA,FALSE,1.34875096674219,0.000822847320453748,0.000822847320453748,NA
"279",1144,"20200803_1535_blob_1144_","caice_ssa_final_0803_1535","C25",0,632,2361.666667,2545,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",645,679,NA,"C17H22N2O3",NA,NA,302,TRUE,TRUE,NA,FALSE,2.15651482610601,0.000393846309278149,0.000393846309278149,NA
"280",1558,"20200803_0949_blob_1558_","caice_ssa_final_0805_0949","C25",171,496,2554.545455,2545,"9-Methylcorticosterone",526,553,NA,"C22H32O4",NA,NA,360,TRUE,TRUE,NA,FALSE,1.38517127035429,0.000814164303629003,0.000814164303629003,NA
"281",859,"20200803_1535_blob_859_","caice_ssa_final_0803_1535","C26",0,541,1944.444444,2649,"Epistephamiersine",702,771,NA,"C21H27NO6",NA,NA,389,TRUE,TRUE,NA,FALSE,1.71101941577455,0.000268821652298336,0.000268821652298336,NA
"282",708,"20200803_0949_blob_708_","caice_ssa_final_0805_0949","C27",529,630,2747.572816,2750,"Dodecanoic acid, 3-hydroxy-",695,737,NA,"C12H24O3",NA,NA,216,TRUE,TRUE,NA,FALSE,1.68063759841961,0.000891194735659132,0.000891194735659132,NA
"283",702,"20200803_1535_blob_702_","caice_ssa_final_0803_1535","C28",0,545,1852.777778,2852,"1,3-O-Benzylidene glyceryl-2-myristate",676,679,NA,"C24H38O3",NA,NA,374,TRUE,TRUE,NA,FALSE,1.867700385437,0.000257409065233994,0.000257409065233994,NA
